J8fdk7n2i,#端午节#又是一年端午时，“端”有开头、初始之意，在这个疫情还未褪去的夏天，我们不仅要向那些仍然奋战在一线的工作者敬祝安康，同时也要为即将面临高考的学子打气，愿他们笃定前行，迎接挑战，上下求索，守护传承，“易”气风发，金榜高“粽”！带话题#高考加油#转发本条微博，我们将于6月28日抽3名粉丝，送出【网易味央端午礼盒】哦！ http://t.cn/A6LgeUNH 原图 ,2020-06-25 10:30,67,315,100
J80b3cNOG,【中国船员因疫情海上漂流8个月：被公司侵犯利益 但不敢反抗】在远离中国大陆的海面上，还漂着一批未能回国的中国海员，他们被迫超期工作，却不敢对雇佣自己的航运公司提出反抗。一名罗姓船员表示，中国船员不同于外国船员，如果有人敢反抗船运公司，下场就是这个人永远被公司拉入黑名单，以后基本上很难混。“一旦船上曝出什么负面新闻，公司第一时间不是搞清问题，而是调查谁捅出去的，动用一切资源和手段把这个人找出来，导致大家胆子都很小。” http://t.cn/A6LY0oFi ,2020-06-23 20:14,141,31,37
J7MpNxy7Q,【#河南某校收生活费1500只退500# 强迫家长签字：不签字孩子全部领走！】6月20日，河南省开封市杞县苏木乡社区中心小校就疫情期间需要退回的费用问题与家长引起纠纷。据学生家长称：学校收费时收取了1500元生活费，但家长退费的时候，学校硬说是1000元，折后就退给家长500元，家长们不接受。据该校学生家长反应：学校不仅抹去了学生所交的生活费的三分之一，而且态度十分恶劣，学生家长要求按标准退费。视频显示，校方两位负责人要求家长签字承认缴费1000元的事实，否则就将各自孩子领走。目前，当地部门还未回复。 （来源@易视频） http://t.cn/A6LCtihV ,2020-06-22 09:12,151,28,59
J7mUmxfCj,【看懂了美国人的反智文化，你才能真正懂这个魔幻的国家】18%的美国人认为太阳绕着地球转，近百万美国人认为地球是平的，在地图上找不到自己国家的美国人更是不计其数；即使面对来势汹汹的新冠疫情，他们也毫不在乎地走上街头，抗疫政府的隔离政策，反对研发新冠疫苗…这两百多年来美国人经历了什么，才会变得如此“反智”。  http://t.cn/A6L6si4Y ,2020-06-19 16:15,234,47,88
J7fhmba8T,【#武汉抗疫护士昏迷百天未醒#：申请工伤被拒，复议结果仍未出】6月17日，湖北武汉。网传 “武汉抗疫昏迷的护士沈蓓因工伤认定问题行政复议获得回复，社保局认为其不符合工伤认定而维持原来决定” 情况不实。昏迷护士女儿称，昨日网传文件为社保局向复议部门提交的维持不认定工伤决定的资料，而非复议结果（社保局认为其情形不符合突发疾病死亡或者在48小时之内经抢救无效死亡，故不予认定工伤）。昏迷护士所在医院也提交资料，认为社保局可按“在抢险救灾等维护国家利益、公共利益活动中受到伤害”此条例认定昏迷护士为工伤。目前，沈蓓护士已昏迷103天，仍在等待复议结果。#网传武汉昏迷护士复议不认定工伤#结果不实（来源@易视频）前情回顾：http://t.cn/A6LxrC96 http://t.cn/A6LxQcY6 ,2020-06-18 20:50,156,79,27
J7e3foYcf,【江苏#高校举办雨夜毕业歌会#，雨中撑伞唱歌挥泪告别】2020年6月17日，江苏省连云港市，@江苏海洋大学 因为疫情原因没有举办大型毕业典礼，毕业生在本月20号就要陆续离校。为了弥补遗憾，200多名毕业生当晚冒着雨撑着伞在宿舍楼下唱“离歌”，众多学生都感动哭了。大四毕业生韦同学，也参加了活动，他说现场雨还是很大的，唱到最后有的同学都不打伞了，泪水雨水融合到一块，这是让他终生难忘的毕业季。（来源@易视频）  http://t.cn/A6LxZbqL ,2020-06-18 17:43,15,4,4
J73yfhvSJ,【新发地附近超市湖北老板为北京加油】“我是湖北人，我为北京加油…今天，该是我们报恩的时刻了！”转！加油！战疫情！[加油] 新发地附近超市湖北老板为北京加油  原图 ,2020-06-17 14:59,67,4,9
J72QPlxtR,【三文鱼被证明“清白” 但海鲜商户们已经亏惨了】据国家卫健委专家组通报，目前没有证据表明三文鱼是新冠病毒的宿主或者中间宿主。即便如此，涉及到的海鲜水产商户们却已损失惨重。北京大量海鲜水产市场陆续被封闭，不少日料门店和大型卖场直接下架三文鱼产品。商贩表示，海鲜类产品完全无人光顾，现在是干一天赔一天。记者走访永旺、永辉超市等水产区域，工作人员不断强调虾蟹类均为国产货，但都无人问津。http://t.cn/A6LVlKMg [组图共2张] 原图 ,2020-06-17 13:12,106,45,36
J5YfVrDRX,【残疾人在外宾宾馆附近拉二胡影响形象？城管局回应】5月17日，重庆一名残疾人在路边拉二胡卖艺，遭到城管驱逐，并称前方不远处有外宾宾馆，影响中国人形象。城管局执法监察科回应：担心老人此举不利疫情防控；存在交通安全隐患；城管言论不妥，执法队员素质和文化水平参差不齐，表述让人产生歧义与误解。http://t.cn/A62kk8HM [组图共3张] 原图 ,2020-06-10 11:40,299,15,68
J53Xayv0H,【官方最终尸检报告:遇害黑人死于心肺骤停 已患新冠】美国明尼苏达州亨内平县医学检查员6月3日发布了非裔美国人弗洛伊德的最终尸检报告，显示弗洛伊德的死亡是由于心肺骤停所致。报告显示，弗洛伊德的头部、面部、嘴巴、肩膀、手臂和腿部有很多瘀伤，但是没有发现这些伤害导致他死亡的证据。报告还显示，弗洛伊德最近已检测出感染新冠病毒，尽管没有迹象表明这是造成他死亡的一个因素。http://t.cn/A62YqmEN 原图 ,2020-06-04 12:20,80,10,37
J53iFbepQ,#武汉男子床头长绿竹# 【武汉男子#4个月没回出租房床头长绿竹# ：绿到我床头了】6月3日网易拍客提供视频：在武汉租房的阿乐，因为疫情4个多月没有回去，发现床头竟然长了一棵枝繁叶茂的竹子。阿乐扒开床板，发现是从床下生长上的，不由感慨到：这真是绿到我床头了。阿乐称自己很郁闷，不知道为什么会这样。目前已经联系房东，房东称会来处理。 (来源@易视频V  )#武汉男子被绿到床头#……不好意思我先笑了 http://t.cn/A62j5dLf ,2020-06-04 10:40,36,3,18
J4WgZ3hXo,【餐饮店自救摆摊遭城管劝离 第二天接通知：可以摆】6月1日，江西萍乡，当地一餐饮企业在店门口摆夜宵摊被曝遭城管劝离。企业负责人说，疫情之下想靠做夜宵自救，没想到有关部门不用意，理由是没收到文件，然而2日下午又接通知可以摆，当夜摆出接待了一些食客。一手video的秒拍视频  ,2020-06-03 16:46,94,22,37
J40Sw0fU0,#武汉抗疫护士脑出血申请工伤被拒#【武汉护士疫情间突发脑出血昏迷82天 申请工伤认定被拒】3月6日晚，武汉一名护士下班后在住宿酒店突发脑出血，至今已经昏迷82天。护士家属称，疫情期间她工作非常辛苦，住院期间医疗费自费十几万。护士所在单位于3月26日向武汉市社保局提交工伤认定申请，5月26日收到不予认定工伤决定书。决定书中称认定系在工作岗位突发疾病，但其情形不符合突发疾病死亡或者在48小时之内经抢救无效死亡，故不予认定工伤。家属后续将准备申请复议。 #抗疫护士脑出血申请工伤认定被拒# @网易新闻视频版 http://t.cn/A62xmGOR ,2020-05-28 14:39,488,264,127
J2Cv0vsjW,【#张文宏说天热可以开空调戴口罩#】天气越来越热，到底能不能开空调？张文宏医生在昨晚的一场直播中表示，中国疫情防控做得很好，人们都戴口罩的情况下传染新冠病毒的概率很小。他表示，天热的时候，可以开空调戴口罩。人民日报的微博视频  ,2020-05-19 10:45,13,5,4
J2vMrFJHb,【幼儿园卖烧烤自救生意火爆:营业3天后停止 准备开学】山东济南一家幼儿园卖烧烤走红网络。受疫情影响，这家幼儿园暂时不能复学，临时转行做起了餐饮，早上卖早餐，晚上销售烧烤和小龙虾。园长说，从5月12日开始做了3天，挺受周围居民欢迎，最多的一天营业额达到9000元。5月17日，园长告诉记者，餐饮已经不做了，初步计划6月8日开学，之前卖烧烤只是想“自救”。http://t.cn/A62PkA0X [组图共2张] 原图 ,2020-05-18 17:39,42,1,16
J2tSZwItg,【#吉林舒兰女子强行闯卡遛狗撒泼#：你能干一辈子志愿者吗？】5月17日，吉林省舒兰市吉舒镇，一女子在疫情之下出门遛狗，被工作人员拦住，该女子拒不听劝，也不测量体温，双手环抱怒怼工作人员，叫嚣“你干这个能干一辈子吗？”随后抢夺录制视频的志愿者的手机。#吉林疫情# @易视频V http://t.cn/A62P6p2g ,2020-05-18 12:50,54,8,34
J2kTupii1,【男子借用民政局厕所被拒后不满：这儿是纳税人造的】5月15日，网曝北京一男子借用丰台区民政局厕所被拒。针对工作人员关于“厕所供内部使用”的说法，男子十分不满：“你们是服务机构，这儿的一砖一瓦都是纳税人创造的，但我们想上个厕所都这么难。”丰台区民政局通报称，保安人员没有执行“疫情期间社会公众经测量体温正常后即可进入办公楼使用公共设施”，三名妇幼保健婚检宣传员是该局协作单位员工，对其也没有明确告知，对给当事人造成的不便深表歉意。http://t.cn/A6ZCW1gj http://t.cn/A6ADDeL8 ,2020-05-17 13:56,552,40,119
J1THK02yG,【#郑州富士康掀起离职潮#，不加班的工资只有两三千块熬不住】13日，郑州经开区富士康厂区，一名女子带着行李准备离职，称“不干了，工资就两千多块，在外面随便找个啥工作都有两三千。”据厂区内小卖部老板娘说，近期打工人员确实少多了，生意惨淡。厂区保安表示因为受疫情影响，订单和原材料到不了位，富士康工人不能加班，导致工资太低，很多人熬不住，就选择了离开另谋出路。@易视频V #富士康因不加班工资低掀离职潮# 大家怎么看？http://t.cn/A6Ar45tZ ,2020-05-14 16:43,73,6,42
J1T386NRZ,#中国3分钟#【网购、直播、买买买：中国消费热情重新释放】随着本土疫情逐步得到有效控制，从二季度开始，中国民众在多种多样的商家补贴、促销活动的刺激下，开启了“买买买”模式。本期《中国3分钟》聚焦中国政府与企业为刺激消费而举行的丰富的购物节促销活动，并关注直播带货等新兴消费形式的热潮。http://t.cn/A6Ar2UAr ,2020-05-14 15:03,19,2,5
J1RthyXVT,【湖北一线抗疫医生携儿子跳楼 卫健委：或因家庭矛盾】5月12日，湖北宜昌一小区发生跳楼事件，死者是一对父子。父亲马麟（化名）是宜昌市中医医院一名医师，曾参与抗疫一线救治工作，儿子年仅6岁。关于死因，宜昌市卫健委消息称，系家庭矛盾，警方已介入调查，目前卫健委、政府办和医院正在积极协商善后处理方案。http://t.cn/A6ABjCmL [组图共2张] 原图 ,2020-05-14 11:02,33,3,22
J1Iy7nHJ4,【因疫情停工4个月，丽江一#幼儿园开包子铺自救#】5月12日，云南丽江，一处办了20多年多民办幼儿园目前有70多名教职工，因疫情关系，至今仍未复工。幼儿园每个月至少需要30万，她们开起了包子铺生产自救。现在每天平均能卖70单，顾客大多是学生家长。一手video的秒拍视频  ,2020-05-13 12:19,44,14,16
J1qp5hbLu,"【#杭师大再现肖申克的救赎#，同学游护校河""翻墙""出去】5月10日，浙江杭州，由于疫情防控高校实行封闭式管理，杭州师范大学因三面环河没有围墙，一名学生竟游泳出去，全程被监控拍下。11日，杭州师范大学发博称学生已经返校。学院已对学生开展批评教育，并按相关条例处理。网友调侃：接下去水路已经行不通了，同学们可以考虑下空运。#杭师大版肖申克的救赎#   @易视频V http://t.cn/A6ARKlYC ",2020-05-11 14:08,137,5,23
J1pgHbCZV,"【LV老板损失超2000亿在中国狂涨价 网友:这是""抢钱""】受疫情影响，奢侈品牌LV股价下跌19%，老板贝尔纳·阿尔诺净资产缩水超300亿美元（超2000亿人民币），比世界上任何其他人损失的钱都要多。而今年3月以来，LV全线产品两次涨价。至于涨价地区除中国外是否还包括其他地区，客服称“不能确定”。对于涨价原因，客服也表示“不清楚”，并称“品牌有时会根据税率涨价”。对于如此频密的涨价行为，有网友用“丧心病狂”来形容，感觉如同“抢钱”。http://t.cn/A6ZCW1gj [组图共3张] 原图 ",2020-05-11 11:14,171,32,110
J0Ee9o1KG,"【美华裔科学家遇害 生前研究新冠将取得""重大发现""】当地时间5月2日，美国宾夕法尼亚州一名华裔医学研究人员被发现家中遇害，其所就职的高校称，该男子对新冠病毒的研究工作即将取得“重大发现”。据悉，死者名为刘冰（Bing Liu，音译），37岁，在家中遇害，头部、颈部和躯体都有明显枪伤。警方表示，会继续调查嫌犯的作案动机，似乎没有迹象表明，刘冰的死亡与他的研究工作有关系。而且警方也不认为有嫌犯在逃。http://t.cn/A6Aomvfi 原图 ",2020-05-06 11:29,206,33,47
J054Zx4HZ,北方多地发布高温预警，一些地方已经热上了35℃。炎热夏天快到了，疫情却还没有彻底结束的迹象，在一些温度较高的国家，疫情仍然很严重。高温天气能否成为疫情最后终结者？本期@硬核看板 视频7分钟，来探讨一下气温与疫情的关系。#视频新星榜#  硬核看板的微博视频  ,2020-05-02 18:00,10,6,2
IFV7V350J,#致敬每一个劳动者#向疫情期间坚守在各个岗位上的一线劳动者致敬！哪里来的岁月静好，只是有人为你负重前行。正是这些“无名英雄”的奉献，成就了我们伟大中国的今天，让我们一起向身边的英雄致敬！ 网易新闻客户端的微博视频  ,2020-05-01 23:08,18,7,5
IFPXO3iyN,#致敬每一个劳动者#她们是剪掉秀发，不惧生死抢救生命的医护工作者；他们是在运送物资路上，神情疲惫却意志坚定的司机师傅；他们是在社区、乡村一线，为居民采购生活必需品的社区工作者……正是这些“无名英雄”的奉献，成就了我们伟大中国的今天！哪里来的岁月静好，只是有人负重前行。在这个特别的劳动节里，让我们一起向疫情期间坚守在各个岗位上的劳动者致敬！ [组图共9张] 原图 ,2020-05-01 10:00,33,114,13
IFI7ngFcb,【浙江女留学生从英国飞回隔离 短短数日500万被掏空】3月17日，在英国留学的小李收到自称是英国签证中心的邮件，称小李涉嫌在英国非法打工，需要缴纳70万元保证金。随后又接到英国爱丁堡警察局的电话，让她分两次继续缴纳300万元保证金。对方让小李提供支付验证码，分多次转走280多万元。疫情期间，小李乘飞机回国在西安隔离观察，接到自称是上海警察的诈骗电话后，又去西安交通银行配合骗子将账户解冻，多次被转走账户内200多万元，还找同学凑了几十万元的钱给骗子转账过去。至目前为止，小李在英国、西安等地共计被骗了500多万元。http://t.cn/A6Ab9Qgm 原图 ,2020-04-30 14:01,687,61,160
IFzFQiZAM,【北京：国内低风险地区的进京、出差返京人员不再居家隔离观察14天】4月29日，北京市第96场新冠肺炎疫情防控工作新闻发布会召开。北京市政府副秘书长陈蓓表示，自4月30日零时起，将北京市突发公共卫生事件应急响应级别由一级响应调整为二级响应。北京将科学有效对防控侧率进行调整。人员进出防控措施方面，北京继续对境外及国内高风险地区返京人员严格管理的基础上，对国内低风险地区的进京、出差返京人员不再要求居家隔离观察14天，正在居家集中观察的可以解除观察，其中不包括境外回来的和湖北、武汉回来的人员以及其他省市高中风险进京的人员。北京：国内低风险地区的进京、出差返京人员不再居家隔离观察14天 央视新闻的微博视频                                  ,2020-04-29 16:31,22,23,14
IFxK1k2Ot,【美国传染病专家福奇:几乎确定新冠病毒会卷土重来】当地时间4月28日，美国首席传染病专家安东尼·福奇在被问及今年晚些时候是否会有第二波新冠肺炎疫情来袭时，他表示“几乎确定它还会回来”。福奇称，目前病毒仍在全球扩散，现在已经出现在了撒哈拉以南的非洲地区。“它不会从星球上消失的。”他警告...全文 原图 ,2020-04-29 11:36,24,7,13
IFeUYrDfr,【#重症救治三剑客转战黑龙江#】在武汉已坚守三个多月的著名重症医学专家童朝晖、邱海波、杜斌转战黑龙江，分享武汉疫情防控经验。没有鲜花，没有水门，他们悄然离开，直奔下一个一线！愿早日凯旋！转！致敬！#致敬每一个劳动者# 央视新闻的微博视频  ,2020-04-27 11:41,53,9,8
IEFDAldwg,【美国人要求解除隔离：科学家危言耸听，他们什么都不懂】当地时间20日，在美国宾夕法尼亚州议会大厦前，聚集了大批民众要求政府解除隔离措施，他们认为“家里蹲”减少了自己的经济收入，还非常“不美国”，有民众认为新冠肺炎不过是一种流感罢了，科学家对疫情的判断都是危险耸听，实际上他们什么都不懂。  http://t.cn/A6w16tjE ,2020-04-23 17:52,167,51,98
IECVCzjex,#帮帮这届毕业生#【#四成毕业生未拿到offer# “职为2020” 助力大学毕业生上好青春就业大课】“受疫情影响，我们这一届就业遭遇了很多困难。”武汉职业技术学院一位应届生说道。据了解，今年应届生874万人，疫情的影响下，超四成毕业生未拿到offer。4月22日，未来网主办了“职为2020大学毕业生成长计划公益行动”向社会发出呼吁，希望更多企业为大学生提供就业岗位，更多网络平台提供线上招聘不打烊的就业帮扶。 #这届毕业生究竟有多难#  http://t.cn/A6wu0iQw [组图共6张] 原图 ,2020-04-23 10:58,36,6,16
IEtHZxVif,【孩子早餐不许喝粥被质疑是崇洋媚外 张文宏回应了】4月15日，复旦大学附属华山医院感染科主任张文宏出席防控疫情讲座时表示，孩子要吃高营养、高蛋白的东西，“准备充足的牛奶、鸡蛋，早上不许吃粥”，被部分网友认为这是崇洋媚外。张文宏对此回应，针对病毒的抗体药全部是蛋白质，重症转轻症最主要的一点要保证营养和蛋白质，这时候，光靠粥和咸菜就麻烦了。而且，中国人最喜欢喝鱼汤，鱼渣也要吃掉，都是蛋白质。http://t.cn/A6wE98ou [组图共2张] 原图 ,2020-04-22 11:30,350,20,102
IE4NvyOmv,【#湖北男子偷藏200只野鸟# 尸体塞满2个冰柜】4月18日，湖北襄阳市公安局通报，前几天在襄城卧龙镇一户居民家的冰柜里，竟还藏着200多只说不请来路的野生鸟类。市民报警说，襄城卧龙镇黄河村村民袁某的家门前，经常出现各种鸟类羽毛，怀疑其私下在用网粘鸟。民警赶到袁某家后，发现其家中的两个冰柜塞满了野鸟尸体。#新冠肺炎#疫情发生以来，禁止滥食野生动物成为所有人的共识。我国已全面禁止野生动物交易、食用行为。这种偷猎偷食野生动物的行为实在可恶！ @网易新闻视频版 http://t.cn/A6wlVwZk ,2020-04-19 20:05,67,10,21
IDA1T69QC,【从美返哈尔滨22岁女留学生为何未集中隔离？官方回应了】黑龙江省卫健委通报，14日新增的8例本土确诊病例，至少7例与此前美国返回哈尔滨的人员韩某引发本地疫情传播相关。韩某系女性，22岁，是从美国回哈的留学生，并因公告中“共同生活居住在此”引发各种描述韩某与曹某关系的传言沸沸扬扬。至于韩某为何是居家隔离，而没有被集中隔离，官方表示韩某系3月19日从美国返哈，按3月20日前规定，只对韩国、日本、伊朗、意大利入境人员集中隔离。http://t.cn/A6w6do7d 原图 ,2020-04-16 13:45,39,7,34
IDsx67Clz,【暖心! #雷神山千幅涂鸦画#记录3000名医护68天抗疫故事】4月15日，武汉#雷神山医院正式休舱# 。医院内消毒后，工作人员拍下记录了各地援鄂医疗队抗疫故事的涂鸦画。据统计，各地援鄂医疗队在雷神山共留下了上千幅画，每幅画都记录着医疗队员们68天的点滴生活，每一面墙就是一段抗疫故事。据相关负责人介绍，医院拆除之后，#雷神山涂鸦墙将由博物馆收藏# 。@网易新闻视频版  http://t.cn/A6wiIcat ,2020-04-15 18:40,30,6,2
ID6R4s8YK,【张文宏：下一波疫情可能11月来，这些国家很难度过下一个冬季】上海新冠肺炎医疗救治专家组组长、华山医院感染科主任张文宏表示，11月份以后会面临巨大的挑战，下一波的疫情可能会在11月份左右到来。南美洲、非洲、东南亚都开始出现疫情的暴发，按照现在的数学模型来统计，在今年的夏天，我们把这个病毒完全清除是不可能的。像非洲、南美等医疗资源不充分的国家，可能真的很难度过下一个冬季。http://t.cn/A6w5rYtB 原图 ,2020-04-13 11:29,31,20,24
ID6pn3pr7,【#湖北销毁4600万只问题口罩# 竟用卫生纸冒充滤芯】4月9日下午，湖北仙桃市集中无公害销毁了100万片不合格口罩。因疫情期间原材料紧张，不良商家竟然用卫生纸冒充熔喷布，用来生产口罩滤芯，这样的口罩根本无法起到防护作用。现场检验显示，正规口罩内层不渗水，难以燃烧，而假冒产品渗水严重，点火后一下就烧完了。截止当天，仙桃市公安局、市场监督管理局等部门共取缔非法小作坊273家，扣押不合格口罩已达4600多万片，涉案价值近1亿元。据市场监管局工作人员介绍，首批被销毁的口罩多为外包装全英文，假冒出口产品，然后转为国内销售，欺骗消费者。#湖北仙桃查处4600万片问题口罩#  @网易新闻视频版  http://t.cn/A6wqMICx ,2020-04-13 10:21,70,19,24
ICFSRy5dS,疫情期间，外国人不单单囤厕纸、肥皂，还疯抢罐头！罐头在国外成了稀缺货，但罐头在中国人的生活里为什么没有存在感？@硬核看板 9分钟知识视频，讲讲罐头为什么“过气了”，原来我们对罐头的误解太大了。硬核看板的微博视频  ,2020-04-10 14:49,44,9,23
